template,preferred,phonetic,anki
{氷|こおり}{属性|ぞくせい}{男子|だんし}とクールな{同僚|どうりょう}{女子|じょし},氷属性男子とクールな同僚女子,こおりぞくせいだんしとクールなどうりょうじょし,氷[こおり] 属性[ぞくせい] 男子[だんし]とクールな 同僚[どうりょう] 女子[じょし]
